"KO","27L1","27L2","27L3","30L1","30L2","30L3","27R1","27R2","27R3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef"
"K05582",9.4001,11.207,8.6148,8.5237,7.2178,11.477,8.0201,8.7328,8.7035,12.06,13.25,15.1,"NAD(P)H-quinone oxidoreductase subunit K 1","NADH-quinone oxidoreductase subunit B","","","GO:0008137;GO:0048038;GO:0051539;GO:0051536","NADH dehydrogenase (ubiquinone) activity;quinone binding;4 iron, 4 sulfur cluster binding;iron-sulfur cluster binding","NAD(P)H-quinone oxidoreductase subunit K "
"K05592",0,0,0,0,0,0,0,6.0458,4.6865,1.34,0,0,"ATP-dependent RNA helicase DeaD","DEAD/DEAH box helicase","","","GO:0000027;GO:0070417;GO:0003723;GO:0003724;GO:0005524;GO:0003676","ribosomal large subunit assembly;cellular response to cold;RNA binding;RNA helicase activity;ATP binding;nucleic acid binding","ATP-dependent RNA helicase DeaD "
"K05685",0,0,0,0,0,3.443,1.604,3.3588,4.6865,2.01,2.0385,2.5166,"Macrolide export ATP-binding/permease protein MacB","ABC transporter permease","","","GO:0016020","membrane","macrolide transport system ATP-binding/permease protein "
"K05714",0,0,0,0,0,0,0,6.0458,6.695,4.02,0,0,"Lipase 3;Lipase 1","MAG: alpha/beta hydrolase","Alpha/beta hydrolase","","GO:0009058;GO:0016787","biosynthetic process;hydrolase activity","2-hydroxy-6-oxonona-2,4-dienedioate hydrolase "
"K05808",8.0572,6.7244,5.3842,5.1142,5.4134,4.5907,6.4161,5.3741,10.712,5.3601,5.0961,5.8721,"Ribosome hibernation promotion factor","MAG: ribosome-associated translation inhibitor RaiA","Ribosome hibernation promoting factor","raiA","GO:0006417;GO:0005737;GO:0044238","regulation of translation;cytoplasm;primary metabolic process","putative sigma-54 modulation protein"
"K05936",0,3.3622,4.3074,0,0,3.443,0,2.0153,2.678,2.01,0,2.5166,"Cobalt-precorrin-4 C(11)-methyltransferase","MAG: precorrin-4 C(11)-methyltransferase","Precorrin-4 C-methyltransferase","cobM","GO:0009236;GO:0032259;GO:0046026;GO:0008168","cobalamin biosynthetic process;methylation;precorrin-4 C11-methyltransferase activity;methyltransferase activity","precorrin-4/cobalt-precorrin-4 C11-methyltransferase "
"K05946",6.7143,0,2.1537,0,3.6089,4.5907,0,2.687,2.0085,4.6901,2.0385,4.1944,"N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase","WecB/TagA/CpsF family glycosyltransferase","","","GO:0009058;GO:0016740","biosynthetic process;transferase activity","N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase "
"K05979",16.114,16.811,18.306,8.5237,18.045,14.92,14.436,13.435,10.042,14.74,18.346,15.939,"putative 2-phosphosulfolactate phosphatase","2-phosphosulfolactate phosphatase family protein","","","GO:0000287;GO:0050532","magnesium ion binding;2-phosphosulfolactate phosphatase activity","2-phosphosulfolactate phosphatase "
"K06048",0,0,0,0,0,0,10.426,13.4353,12.7205,10.72,0,6.711,"putative protein;Glutamate--cysteine ligase","MAG: hypothetical protein DCO99_02030;MAG: putative glutamate--cysteine ligase",";Putative glutamate--cysteine ligase",";gshA",";GO:0042398;GO:0004357;GO:0003824",";cellular modified amino acid biosynthetic process;glutamate-cysteine ligase activity;catalytic activity","glutamate---cysteine ligase / carboxylate-amine ligase "
"K06118",55.058,49.312,48.458,59.666,61.351,52.793,44.913,43.664,46.865,57.621,50.961,46.138,"CDP-paratose 2-epimerase","MULTISPECIES: NAD-dependent epimerase/dehydratase family protein","","","","","UDP-sulfoquinovose synthase "
"K06131",8.0572,3.3622,5.3842,6.8189,3.6089,6.886,4.0101,7.3893,8.034,11.39,12.231,10.067,"Major cardiolipin synthase ClsA","MAG: cardiolipin synthase","Cardiolipin synthase","","GO:0003824","catalytic activity","cardiolipin synthase A/B "
"K06137",6.7143,4.4829,9.6916,8.5237,0,9.1813,4.0101,6.7176,6.695,8.7102,8.1538,10.067,"hypothetical protein","MAG: hypothetical protein DCO99_07950","","","","","pyrroloquinoline-quinone synthase "
"K06147",12.086,19.0519,20.4605,10.228,10.827,14.92,21.6541,22.1678,29.458,22.1101,18.3457,18.4553,"Putative multidrug export ATP-binding/permease protein;putative ABC transporter ATP-binding protein","ABC transporter ATP-binding protein/permease","","","GO:0055085;GO:0005524;GO:0140359;GO:0016020","transmembrane transport;ATP binding;ABC-type transporter activity;membrane","ATP-binding cassette, subfamily B, bacterial"
"K06149",0,0,0,0,0,0,0,2.0153,2.0085,4.0201,5.0961,4.1944,"hypothetical protein","MAG: universal stress protein","","","","","universal stress protein A"
"K06207",38.943,42.588,45.228,13.638,18.045,27.544,48.923,55.756,55.568,37.521,24.461,32.716,"GTP-binding protein TypA/BipA","MAG: translational GTPase TypA","50S ribosomal subunit assembly factor BipA","typA","GO:0000027;GO:0000049;GO:0003924;GO:0005525;GO:0019843;GO:0043022;GO:0005737","ribosomal large subunit assembly;tRNA binding;GTPase activity;GTP binding;rRNA binding;ribosome binding;cytoplasm","GTP-binding protein"
"K06213",10.743,7.8451,10.768,6.8189,7.2178,8.0337,10.426,6.7176,6.695,11.39,8.1538,8.3888,"Magnesium transporter MgtE","MAG: magnesium transporter","Magnesium transporter MgtE","mgtE","GO:1903830;GO:0015095;GO:0046872;GO:0005886;GO:0006812;GO:0015693;GO:0008324;GO:0016020;GO:0016021","magnesium ion transmembrane transport;magnesium ion transmembrane transporter activity;metal ion binding;plasma membrane;cation transport;magnesium ion transport;cation transmembrane transporter activity;membrane;integral component of membrane","magnesium transporter"
"K06381",6.7143,5.6036,6.4611,0,0,2.2953,3.2081,3.3588,9.373,4.6901,2.0385,6.711,"Amidase enhancer","MAG: amidase","Amidase","","GO:0030435","sporulation resulting in formation of a cellular spore","stage II sporulation protein D"
"K06413",0,0,0,0,0,0,0,5.3741,4.017,2.6801,0,0,"Protein CbbX","MULTISPECIES: CbbX protein","","","GO:0005524;GO:0016887","ATP binding;ATP hydrolysis activity","stage V sporulation protein K"
"K06861",0,7.8451,9.6916,0,0,6.886,4.0101,3.3588,0,6.7001,5.0961,5.8721,"Lipopolysaccharide export system ATP-binding protein LptB","MAG: LPS export ABC transporter ATP-binding protein","LPS export ABC transporter ATP-binding protein","lptB","GO:0055085;GO:0005524;GO:0043190","transmembrane transport;ATP binding;ATP-binding cassette (ABC) transporter complex","lipopolysaccharide export system ATP-binding protein "
"K06865",0,0,0,0,0,0,2.406,4.0305,7.3645,4.6901,4.0769,5.0333,"putative PIN and TRAM-domain containing protein YacL","MAG: hypothetical protein DCO99_11260","TRAM domain-containing protein","","GO:0016020;GO:0016021","membrane;integral component of membrane","ATPase"
"K06872",9.4,5.6036,3.2305,0,0,3.443,3.2081,8.7328,9.373,12.7302,8.1538,5.8721,"hypothetical protein","MAG: methanol dehydrogenase;TPM domain-containing protein","Methanol dehydrogenase;","","GO:0016020;GO:0016021;","membrane;integral component of membrane;","uncharacterized protein"
"K06873",20.143,12.328,15.076,13.638,7.2178,12.624,15.238,11.42,14.059,14.74,17.327,15.939,"Phosphate acetyltransferase","MAG: hypothetical protein DCO99_05270","","","","","uncharacterized protein"
"K06883",0,0,2.1537,0,0,0,1.604,2.0153,0,2.6801,4.0769,0,"tRNA modification GTPase MnmE","MAG: GTP-binding protein","GTP-binding protein","","GO:0005525;GO:0016020;GO:0016021","GTP binding;membrane;integral component of membrane","uncharacterized protein"
"K06889",0,0,0,0,0,0,0,5.3741,2.0085,3.3501,0,0,"hypothetical protein","alpha/beta fold hydrolase","","","GO:0016042;GO:0003847","lipid catabolic process;1-alkyl-2-acetylglycerophosphocholine esterase activity","uncharacterized protein"
"K06980",0,0,0,0,0,0,0,5.3741,2.678,2.6801,0,0,"tRNA-modifying protein YgfZ","MAG: aminomethyltransferase","Aminomethyltransferase","","GO:0032259;GO:0005515;GO:0008168","methylation;protein binding;methyltransferase activity","tRNA-modifying protein YgfZ"
"K07037",0,0,0,0,0,0,0,4.7023,4.6865,5.3601,0,4.1944,"Cyclic-di-AMP phosphodiesterase PgpH","HDIG domain-containing protein","HDIG domain-containing protein","","GO:0016020;GO:0016021","membrane;integral component of membrane","cyclic-di-AMP phosphodiesterase PgpH "
"K07071",8.0572,6.7244,6.4611,6.8189,7.2178,5.7383,6.4161,4.7023,4.6865,4.6901,4.0769,5.0333,"Epimerase family protein","MAG: TIGR01777 family protein","","","","","uncharacterized protein"
"K07118",4.0286,0,0,0,0,0,0,4.0305,4.6865,3.3501,5.0961,4.1944,"putative sugar epimerase YhfK","MAG: NADH-flavin reductase","","","","","uncharacterized protein"
"K07142",37.6,26.898,31.229,20.457,25.262,25.249,36.893,30.229,33.475,30.151,33.634,30.2,"hypothetical protein","MAG: hypothetical protein DCO99_07520","","","","","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase "
"K07168",0,0,0,0,0,0,0,2.687,3.3475,5.3601,0,0,"Inosine-5'-monophosphate dehydrogenase","MULTISPECIES: CBS domain-containing protein","","","","","CBS domain-containing membrane protein"
"K07175",16.114,10.087,9.6916,6.8189,9.0223,6.886,10.426,11.42,8.034,12.73,8.1538,11.744,"PhoH-like protein","MAG: phosphate starvation-inducible protein PhoH","Phosphate starvation-inducible protein PhoH","","GO:0005524","ATP binding","PhoH-like ATPase"
"K07264",0,3.3622,0,0,0,3.443,1.604,5.3741,4.017,6.0301,3.0577,5.8721,"Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase","MAG: glycosyl transferase family 39","Glycosyl transferase family 39","","GO:0016757;GO:0005886;GO:0016021","glycosyltransferase activity;plasma membrane;integral component of membrane","4-amino-4-deoxy-L-arabinose transferase "
"K07267",300.8,263.37,291.83,450.05,404.2,300.69,71.379,63.145,54.229,70.352,69.307,76.338,"putative protein","MAG: porin","Porin","","GO:0008643;GO:0055085;GO:0015288;GO:0016020;GO:0016021","carbohydrate transport;transmembrane transport;porin activity;membrane;integral component of membrane","porin"
"K07277",36.257,34.743,30.152,47.732,54.134,35.578,35.289,29.557,24.771,29.481,34.654,34.394,"Outer membrane protein assembly factor BamA","MAG: hypothetical protein DCO99_08160","POTRA domain-containing protein","","GO:0019867","outer membrane","outer membrane protein insertion porin family"
"K07304",8.0572,8.9658,5.3842,8.5237,0,5.7383,8.0201,8.0611,12.051,8.0402,3.0577,6.711,"Peptide methionine sulfoxide reductase MsrA","peptide-methionine (S)-S-oxide reductase MsrA","","","GO:0008113","peptide-methionine (S)-S-oxide reductase activity","peptide-methionine (S)-S-oxide reductase "
"K07305",0,0,6.4611,5.1142,0,4.5907,3.2081,10.076,15.398,11.39,4.0769,5.0333,"Peptide methionine sulfoxide reductase MsrB","peptide-methionine (R)-S-oxide reductase MsrB","","","GO:0006979;GO:0030091;GO:0033743;GO:0016671","response to oxidative stress;protein repair;peptide-methionine (R)-S-oxide reductase activity;oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","peptide-methionine (R)-S-oxide reductase "
"K07336",5.3715,5.6036,6.4611,0,5.4134,6.886,0,0,0,0,0,0,"PKHD-type hydroxylase","MAG: Fe2+-dependent dioxygenase","PKHD-type hydroxylase DCO99_12105","","GO:0005506;GO:0016706;GO:0031418","iron ion binding;2-oxoglutarate-dependent dioxygenase activity;L-ascorbic acid binding","PKHD-type hydroxylase "
"K07399",0,0,0,0,0,0,1.604,4.7023,4.017,2.6801,0,0,"Cytochrome c biogenesis protein CcsB","MAG: cytochrome C biogenesis protein CcsB","Cytochrome c biogenesis protein CcsB","ccsB","GO:0017004;GO:0031676;GO:0016021","cytochrome complex assembly;plasma membrane-derived thylakoid membrane;integral component of membrane","cytochrome c biogenesis protein"
"K07657",13.429,12.328,10.768,15.343,10.827,11.477,5.6141,4.7023,4.6865,7.3702,9.173,11.744,"Transcriptional regulatory protein TcrA","MULTISPECIES: response regulator transcription factor","","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding","two-component system, OmpR family, phosphate regulon response regulator PhoB"
"K07755",0,0,0,0,0,0,0,2.687,4.017,2.01,2.0385,2.5166,"Arsenite methyltransferase","MAG: methyltransferase type 11","Methyltransferase type 11","","GO:0032259;GO:0008168","methylation;methyltransferase activity","arsenite methyltransferase "
"K07769",0,0,0,0,0,0,0,3.3588,2.678,2.6801,0,1.6778,"Sensor histidine kinase ResE","MAG: PAS domain-containing sensor histidine kinase","Histidine kinase","","GO:0000160;GO:0006355;GO:0018106;GO:0000155;GO:0016020;GO:0007165;GO:0016310;GO:0016772;GO:0016021","phosphorelay signal transduction system;regulation of DNA-templated transcription;peptidyl-histidine phosphorylation;phosphorelay sensor kinase activity;membrane;signal transduction;phosphorylation;transferase activity, transferring phosphorus-containing groups;integral component of membrane","two-component system, OmpR family, sensor histidine kinase NblS "
"K07978",9.4001,7.8451,7.5379,3.4095,7.2178,11.477,7.2181,7.3893,8.7035,10.72,11.211,15.1,"hypothetical protein","MAG: GntR family transcriptional regulator","GntR family transcriptional regulator","","GO:0006355;GO:0003677;GO:0003700","regulation of DNA-templated transcription;DNA binding;DNA-binding transcription factor activity","GntR family transcriptional regulator"
"K08289",13.429,10.087,10.768,17.047,19.849,9.1813,11.228,8.0611,14.059,8.7102,14.269,11.744,"Formate-dependent phosphoribosylglycinamide formyltransferase","MAG: phosphoribosylglycinamide formyltransferase 2","Formate-dependent phosphoribosylglycinamide formyltransferase","purT","GO:0006189;GO:0000287;GO:0004644;GO:0005524;GO:0016874;GO:0043815;GO:0009152;GO:0016742;GO:0046872","'de novo' IMP biosynthetic process;magnesium ion binding;phosphoribosylglycinamide formyltransferase activity;ATP binding;ligase activity;phosphoribosylglycinamide formyltransferase 2 activity;purine ribonucleotide biosynthetic process;hydroxymethyl-, formyl- and related transferase activity;metal ion binding","phosphoribosylglycinamide formyltransferase 2 "
"K08300",29.543,26.898,24.767,11.933,12.631,16.067,28.872,28.886,22.763,28.141,25.481,26.005,"Ribonuclease E","MAG: ribonuclease E","Ribonuclease E","","GO:0006396;GO:0090501;GO:0003723;GO:0004540;GO:0046872;GO:0003676","RNA processing;RNA phosphodiester bond hydrolysis;RNA binding;ribonuclease activity;metal ion binding;nucleic acid binding","ribonuclease E "
"K08479",9.4001,8.9658,6.4611,5.1142,5.4134,6.886,15.238,11.42,8.7035,14.74,10.192,12.583,"Adaptive-response sensory-kinase SasA","histidine kinase","","","GO:0007165;GO:0016310;GO:0048511;GO:0000155;GO:0016772","signal transduction;phosphorylation;rhythmic process;phosphorelay sensor kinase activity;transferase activity, transferring phosphorus-containing groups","two-component system, OmpR family, clock-associated histidine kinase SasA "
"K08482",36.257,29.139,31.229,46.028,52.329,37.873,27.268,32.916,19.415,35.511,29.558,32.716,"Circadian clock protein kinase KaiC","MULTISPECIES: circadian clock protein KaiC","","","GO:0006355;GO:0042752;GO:0000287;GO:0003677;GO:0004674;GO:0005524","regulation of DNA-templated transcription;regulation of circadian rhythm;magnesium ion binding;DNA binding;protein serine/threonine kinase activity;ATP binding","circadian clock protein KaiC"
"K08669",17.457,25.777,21.537,23.866,19.849,21.806,15.238,21.496,24.102,29.481,25.481,26.005,"Putative serine protease HhoB","MAG: serine protease","Serine protease","","GO:0006508;GO:0004252;GO:0005515","proteolysis;serine-type endopeptidase activity;protein binding","HtrA serine peptidase 2 "
"K08678",0,7.8451,12.922,0,0,5.7383,5.6141,10.748,6.695,12.06,5.0961,8.3888,"UDP-glucose 4-epimerase","MAG: NAD-dependent dehydratase","UDP-glucuronate decarboxylase","","GO:0033320;GO:0042732;GO:0048040;GO:0070403","UDP-D-xylose biosynthetic process;D-xylose metabolic process;UDP-glucuronate decarboxylase activity;NAD+ binding","UDP-glucuronate decarboxylase "
"K08715",0,0,0,0,0,0,0,4.0305,3.3475,4.6901,0,3.3555,"Inward rectifier potassium channel Kirbac3.1","MAG: hypothetical protein DCO99_10740","IRK_C domain-containing protein","","GO:0034765;GO:0071805;GO:0005242;GO:0016020;GO:0006813;GO:0016021","regulation of ion transmembrane transport;potassium ion transmembrane transport;inward rectifier potassium channel activity;membrane;potassium ion transport;integral component of membrane","inward rectifier potassium channel"
"K08903",0,4.4829,0,0,0,0,4.0101,0,0,4.0201,7.1346,5.0333,"Photosystem II reaction center Psb28 protein","photosystem II reaction center protein Psb28","","","GO:0015979;GO:0009654;GO:0009523;GO:0016020","photosynthesis;photosystem II oxygen evolving complex;photosystem II;membrane","photosystem II 13kDa protein"
"K08963",0,0,0,0,0,3.443,0,7.3893,4.017,5.3601,2.0385,2.5166,"Methylthioribose-1-phosphate isomerase","MAG: S-methyl-5-thioribose-1-phosphate isomerase","Methylthioribose-1-phosphate isomerase","mtnA","GO:0019284;GO:0019509;GO:0046523;GO:0044237;GO:0044249","L-methionine salvage from S-adenosylmethionine;L-methionine salvage from methylthioadenosine;S-methyl-5-thioribose-1-phosphate isomerase activity;cellular metabolic process;cellular biosynthetic process","methylthioribose-1-phosphate isomerase "
"K08967",0,0,0,0,0,0,0,0,0,0,4.0769,2.5166,"Acireductone dioxygenase","MAG: acireductone dioxygenase","Acireductone dioxygenase   -requiring))    -requiring))","mtnD","GO:0019284;GO:0019509;GO:0005506;GO:0010308;GO:0010309;GO:0016151","L-methionine salvage from S-adenosylmethionine;L-methionine salvage from methylthioadenosine;iron ion binding;acireductone dioxygenase (Ni2+-requiring) activity;acireductone dioxygenase [iron(II)-requiring] activity;nickel cation binding;acireductone dioxygenase activity","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase "
"K08992",0,0,0,0,0,2.2953,0,4.0305,4.6865,3.3501,3.0577,3.3555,"hypothetical protein","MULTISPECIES: LapA family protein","","","GO:0005886","plasma membrane","lipopolysaccharide assembly protein A"
"K09013",20.143,15.69,21.537,11.933,10.827,17.215,8.8221,9.4046,13.39,13.4,12.231,10.905,"putative ATP-dependent transporter SufC","MAG: Fe-S cluster assembly ATPase SufC","Fe-S cluster assembly ATPase SufC","sufC","GO:0005524","ATP binding","Fe-S cluster assembly ATP-binding protein"
"K09014",6.7143,4.4829,6.4611,0,0,6.886,6.4161,13.435,12.051,6.7001,3.0577,4.1944,"FeS cluster assembly protein SufB","Fe-S cluster assembly protein SufB","","","GO:0016226","iron-sulfur cluster assembly","Fe-S cluster assembly protein SufB"
"K09015",14.772,10.087,9.6916,6.8189,5.4134,8.0337,6.4161,9.4046,8.7035,10.05,7.1346,9.2277,"FeS cluster assembly protein SufD","MAG: Fe-S cluster assembly protein SufD","Fe-S cluster assembly protein SufD","sufD","GO:0016226","iron-sulfur cluster assembly","Fe-S cluster assembly protein SufD"
"K09386",0,0,3.2305,0,0,0,0,2.687,3.3475,4.0201,0,3.3555,"hypothetical protein","SRPBCC family protein","","","","","uncharacterized protein"
"K09458",18.8,25.777,19.383,17.047,16.24,21.806,15.238,20.824,25.441,20.1,21.404,25.166,"3-oxoacyl-[acyl-carrier-protein] synthase 2","MAG: beta-ketoacyl-[acyl-carrier-protein] synthase II","3-oxoacyl-[acyl-carrier-protein] synthase 2","fabF","GO:0006633;GO:0004315;GO:0016746;GO:0016747","fatty acid biosynthetic process;3-oxoacyl-[acyl-carrier-protein] synthase activity;acyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups","3-oxoacyl- synthase II "
"K09667",0,5.6037,5.3842,0,0,0,8.8222,16.7938,19.4155,11.3902,3.0577,10.0665,"Lipopolysaccharide assembly protein B;Beta-barrel assembly-enhancing protease;SPBc2 prophage-derived glycosyltransferase SunS","MAG: hypothetical protein DCO99_07355;MAG: hypothetical protein DCO99_07495;MAG: hypothetical protein DCO99_08875;MAG: hypothetical protein DCO99_05205;MAG: glycosyl transferase",";TPR_REGION domain-containing protein;Glycosyl transferase","","GO:0005515;GO:0016020;GO:0016021;GO:0016740","protein binding;membrane;integral component of membrane;transferase activity","protein O-GlcNAc transferase "
"K09691",4.0286,0,0,0,0,0,4.0101,4.7023,6.695,3.3501,0,0,"Teichoic acids export ATP-binding protein TagH","MAG: ABC transporter ATP-binding protein","ABC transporter ATP-binding protein","","GO:0055085;GO:0005524;GO:0140359;GO:0016020","transmembrane transport;ATP binding;ABC-type transporter activity;membrane","lipopolysaccharide transport system ATP-binding protein"
"K09710",0,0,0,0,0,0,8.0201,3.3588,5.356,2.6801,0,0,"Ribosomal silencing factor RsfS","ribosome silencing factor","","","","","ribosome-associated protein"
"K09767",21.486,11.207,13.999,20.457,16.24,17.215,12.832,11.42,9.373,12.06,14.269,13.422,"hypothetical protein","MULTISPECIES: YajQ family cyclic di-GMP-binding protein","","","","","cyclic-di-GMP-binding protein"
"K09774",0,0,0,0,0,0,1.604,2.0153,4.017,0,0,0,"LPS-assembly protein LptD","MAG: hypothetical protein DCO99_02760","","","","","lipopolysaccharide export system protein LptA"
"K09800",0,0,0,0,0,0,0,3.3588,4.6865,3.3501,0,0,"hypothetical protein","MAG: DUF490 domain-containing protein","DUF490 domain-containing protein","","GO:0009306;GO:0005886;GO:0005887","protein secretion;plasma membrane;integral component of plasma membrane","translocation and assembly module TamB"
"K09807",16.114,19.052,12.922,8.5237,14.436,12.624,4.0101,5.3741,8.7035,12.73,19.365,17.616,"hypothetical protein","MAG: SIMPL domain-containing protein","","","","","uncharacterized protein"
"K09835",0,0,0,0,0,0,0,6.0458,2.678,4.0201,0,3.3555,"Phytoene desaturase (lycopene-forming)","MAG: carotene isomerase","Prolycopene isomerase","crtH","GO:0016117;GO:0016491;GO:0046608;GO:0016020;GO:0016116","carotenoid biosynthetic process;oxidoreductase activity;carotenoid isomerase activity;membrane;carotenoid metabolic process","prolycopene isomerase "
"K09903",2.6857,7.8451,8.6148,0,0,11.477,4.8121,8.7328,9.373,13.4,11.211,11.744,"Uridylate kinase","UMP kinase","","","GO:0006221;GO:0033862;GO:0005737;GO:0009041","pyrimidine nucleotide biosynthetic process;UMP kinase activity;cytoplasm;uridylate kinase activity","uridylate kinase "
"K09942",13.4287,10.087,8.6148,13.638,10.827,16.0677,16.0402,16.7938,18.0765,13.4001,11.211,12.5832,"hypothetical protein","MAG: DUF4912 domain-containing protein",";DUF4912 domain-containing protein","",";GO:0006353",";DNA-templated transcription termination","uncharacterized protein"
"K09969",22.829,24.656,25.844,20.457,25.262,16.067,20.05,25.527,22.093,21.44,20.385,21.811,"Putative amino-acid ABC transporter-binding protein YhdW","MAG: amino acid ABC transporter substrate-binding protein","","","","","general L-amino acid transport system substrate-binding protein"
"K10112",5.3715,10.0866,6.4611,0,0,2.2953,3.2081,8.0611,10.0425,8.0402,6.1154,10.067,"Trehalose import ATP-binding protein SugC","ABC transporter ATP-binding protein;MAG: sugar ABC transporter ATP-binding protein",";Sugar ABC transporter ATP-binding protein","","GO:0006826;GO:0055085;GO:0005524;GO:0015408;GO:0043190;GO:0022857;GO:0016020;GO:0008643;GO:0140359","iron ion transport;transmembrane transport;ATP binding;ABC-type ferric iron transporter activity;ATP-binding cassette (ABC) transporter complex;transmembrane transporter activity;membrane;carbohydrate transport;ABC-type transporter activity","multiple sugar transport system ATP-binding protein "
"K10125",0,2.2415,0,0,0,3.443,0,10.748,8.7035,9.3802,0,5.8721,"Sensor histidine kinase TodS","MAG: sensor histidine kinase","Sensor histidine kinase","","GO:0000160;GO:0016310;GO:0000155;GO:0005886;GO:0007165;GO:0016772;GO:0016021","phosphorelay signal transduction system;phosphorylation;phosphorelay sensor kinase activity;plasma membrane;signal transduction;transferase activity, transferring phosphorus-containing groups;integral component of membrane","two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB "
"K10206",28.2,23.535,25.844,23.866,19.849,27.544,32.081,34.931,29.458,26.131,22.423,30.2,"LL-diaminopimelate aminotransferase","MAG: LL-diaminopimelate aminotransferase","LL-diaminopimelate aminotransferase","dapL","GO:0033362;GO:0010285;GO:0030170;GO:0009058;GO:0003824;GO:0008483","lysine biosynthetic process via diaminopimelate, diaminopimelate-aminotransferase pathway;L,L-diaminopimelate aminotransferase activity;pyridoxal phosphate binding;biosynthetic process;catalytic activity;transaminase activity","LL-diaminopimelate aminotransferase "
"K10697",10.743,23.535,19.383,15.343,18.045,18.363,8.0201,12.092,16.068,16.08,18.346,19.294,"Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","MAG: DNA-binding response regulator","DNA-binding response regulator","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding","two-component system, OmpR family, response regulator RpaA"
"K10914",6.7143,6.7244,5.3842,0,0,4.5907,5.6141,2.687,4.017,3.3501,5.0961,2.5166,"Cyclic nucleotide-gated potassium channel;hypothetical protein","MAG: cyclic nucleotide-binding protein","Cyclic nucleotide-binding protein;","","GO:0016020;GO:0016021;","membrane;integral component of membrane;","CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"
"K10960",6.7143,15.69,8.6148,8.5237,10.827,12.624,32.883,52.397,46.865,38.861,37.711,36.911,"Kynurenine 3-monooxygenase","geranylgeranyl reductase","","","GO:0015979;GO:0015995;GO:0016628;GO:0045550;GO:0071949","photosynthesis;chlorophyll biosynthetic process;oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor;geranylgeranyl reductase activity;FAD binding","geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase "
"K11003",0,3.3622,2.1537,0,0,3.443,7.2181,8.0611,12.051,10.0502,2.0385,3.3555,"Hemolysin secretion protein D, chromosomal;Leukotoxin export protein LtxD","MAG: hemolysin D;MAG: hypothetical protein DCO99_07580",";Biotin_lipoyl_2 domain-containing protein","",";GO:0016020;GO:0016021",";membrane;integral component of membrane","membrane fusion protein, hemolysin D"
"K11004",20.1427,15.6905,18.3065,0,3.6089,10.329,38.4962,49.7098,35.483,34.1703,24.4614,20.1334,"Leukotoxin export ATP-binding protein LtxB;Alpha-hemolysin translocation ATP-binding protein HlyB","MAG: peptidase C39;ABC transporter transmembrane domain-containing protein","Peptidase C39;","","GO:0006508;GO:0055085;GO:0005524;GO:0008233;GO:0140359;GO:0016020;GO:0016021","proteolysis;transmembrane transport;ATP binding;peptidase activity;ABC-type transporter activity;membrane;integral component of membrane","ATP-binding cassette, subfamily B, bacterial HlyB/CyaB"
"K11206",0,4.4829,3.2305,0,0,4.5907,4.0101,6.7176,7.3645,5.3601,3.0577,6.711,"Deaminated glutathione amidase","MAG: hydrolase","Hydrolase","","GO:0006807;GO:0016811","nitrogen compound metabolic process;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","deaminated glutathione amidase "
"K11212",8.0572,6.7244,7.5379,0,0,4.5907,8.8221,7.3893,9.373,6.0301,5.0961,7.5499,"Gluconeogenesis factor","MAG: hypothetical protein DCO99_09305","Putative gluconeogenesis factor","","GO:0008360;GO:0043743;GO:0005737;GO:0016020;GO:0016021","regulation of cell shape;LPPG:FO 2-phospho-L-lactate transferase activity;cytoplasm;membrane;integral component of membrane","LPPG:FO 2-phospho-L-lactate transferase "
"K11329",30.8863,38.1048,33.382,27.2757,37.894,43.611,26.4661,35.6031,30.127,36.1803,32.6148,37.7492,"Transcriptional activator protein CzcR;Transcriptional regulatory protein WalR","response regulator;response regulator transcription factor;MAG: DNA-binding response regulator",";DNA-binding response regulator","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding","two-component system, OmpR family, response regulator RpaB"
