"KO","27L1","27L2","27L3","30L1","30L2","30L3","27R1","27R2","27R3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef"
"K07071",2.6909,2.6839,0,0,0,0,4.2393,4.3211,4.3972,3.8492,4.3665,4.4183,"Epimerase family protein","TIGR01777 family oxidoreductase","","","","","uncharacterized protein"
"K07090",21.527,22.366,9.2084,9.8554,2.4158,13.665,7.4188,6.4816,5.4965,7.6985,7.8597,8.8366,"hypothetical protein","hypothetical protein","Uncharacterized protein","","GO:0016020;GO:0016021","membrane;integral component of membrane","uncharacterized protein"
"K07175",0,0,0,0,0,0,0,0,0,5.7738,6.1131,0,"PhoH-like protein","PhoH family protein","","","GO:0005524","ATP binding","PhoH-like ATPase"
"K07267",747.178,664.719,855.232,698.746,680.05,693.006,102.8026,119.9143,95.6391,114.5146,110.913,145.8066,"putative protein","iron uptake porin;MAG: porin","","","GO:0008643;GO:0015288;GO:0016020","carbohydrate transport;porin activity;membrane","porin"
"K07277",122.88,118.09,132.37,180.35,163.07,175.69,94.324,98.304,87.944,72.173,82.963,101.62,"Outer membrane protein assembly factor BamA","BamA/TamA family outer membrane protein","","","GO:0019867","outer membrane","outer membrane protein insertion porin family"
"K07657",23.321,14.314,13.813,10.841,7.2475,13.665,12.718,16.2038,10.993,11.548,13.9729,13.255,"Alkaline phosphatase synthesis transcriptional regulatory protein SphR;Response regulator MprA","winged helix-turn-helix domain-containing protein;response regulator transcription factor",";Response regulator transcription factor","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding;regulation of transcription, DNA-templated","two-component system, OmpR family, phosphate regulon response regulator PhoB"
"K07669",4.4848,6.2625,0,0,0,2.9282,3.1795,3.2408,3.2979,2.8869,3.4932,3.3137,"Response regulator MprA","response regulator","","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding","two-component system, OmpR family, response regulator MprA"
"K07679",43.054,45.627,49.495,30.552,31.406,26.354,37.094,39.97,29.681,29.832,29.692,36.451,"Virulence sensor protein BvgS","extracellular substrate binding-like orphan protein GrrP","","","","","two-component system, NarL family, sensor histidine kinase EvgS "
"K07684",0,0,0,4.9277,0,8.7846,0,0,0,1.9246,3.4932,0,"Transcriptional regulatory protein DegU","response regulator transcription factor","","","GO:0006355;GO:0003677","regulation of DNA-templated transcription;DNA binding","two-component system, NarL family, nitrate/nitrite response regulator NarL"
"K07738",0,0,0,0,0,0,4.2393,5.4013,6.5958,7.6985,7.8597,5.5229,"Transcriptional repressor NrdR","Protein of unknown function DUF193","Transcriptional repressor NrdR","nrdR","GO:0045892;GO:0003677;GO:0005524;GO:0008270","negative regulation of DNA-templated transcription;DNA binding;ATP binding;zinc ion binding;negative regulation of transcription, DNA-templated","transcriptional repressor NrdR"
"K07978",0,0,0,0,0,0,5.2991,0,6.5958,6.7362,6.9864,0,"hypothetical protein","transcriptional regulator/ GntR family","Transcriptional regulator/ GntR family","","GO:0006355;GO:0003677","regulation of DNA-templated transcription;DNA binding;regulation of transcription, DNA-templated","GntR family transcriptional regulator"
"K08234",104.95,98.41,117.41,104.47,105.09,130.79,54.051,63.736,60.461,52.927,50.651,77.32,"hypothetical protein","glyoxalase/Bleomycin resistance /Dioxygenase superfamily protein","Glyoxalase/Bleomycin resistance /Dioxygenase superfamily protein","","GO:0051213","dioxygenase activity","glyoxylase I family protein"
"K08300",15.248,15.209,11.51,13.798,14.495,15.617,24.376,25.926,27.482,22.133,25.326,23.196,"Ribonuclease E","Rne/Rng family ribonuclease","","","GO:0006396;GO:0003723;GO:0004540;GO:0003676","RNA processing;RNA binding;ribonuclease activity;nucleic acid binding","ribonuclease E "
"K08479",0,0,0,0,0,0,4.2393,6.4816,4.3972,0,4.3665,4.4183,"Adaptive-response sensory-kinase SasA","histidine kinase","","","GO:0007165;GO:0016310;GO:0048511;GO:0000155;GO:0016772","signal transduction;phosphorylation;rhythmic process;phosphorelay sensor kinase activity;transferase activity, transferring phosphorus-containing groups","two-component system, OmpR family, clock-associated histidine kinase SasA "
"K08481",8.9697,4.4732,3.4531,0,0,0,3.1795,0,2.1986,3.8492,2.6199,3.3137,"Circadian clock protein KaiB","MULTISPECIES: circadian clock protein KaiB","","","GO:0007623;GO:0042326;GO:0048511","circadian rhythm;negative regulation of phosphorylation;rhythmic process","circadian clock protein KaiB"
"K08482",17.939,15.209,2.3021,3.9422,0,3.9043,46.632,44.291,49.468,47.153,43.665,44.183,"Circadian clock protein kinase KaiC","circadian clock protein KaiC","","","GO:0006355;GO:0042752;GO:0000287;GO:0003677;GO:0004674;GO:0005524","regulation of DNA-templated transcription;regulation of circadian rhythm;magnesium ion binding;DNA binding;protein serine/threonine kinase activity;ATP binding","circadian clock protein KaiC"
"K08902",17.939,17.893,0,0,14.495,18.545,12.718,11.883,10.993,14.435,10.48,12.15,"Photosystem II lipoprotein Psb27","MULTISPECIES: photosystem II protein Psb27","Photosystem II lipoprotein Psb27","psb27","GO:0010206;GO:0010207;GO:0009523;GO:0031676;GO:0031977","photosystem II repair;photosystem II assembly;photosystem II;plasma membrane-derived thylakoid membrane;thylakoid lumen","photosystem II Psb27 protein"
"K08903",27.806,26.839,44.891,38.436,33.822,36.115,15.897,17.284,15.39,16.359,14.846,18.778,"Photosystem II reaction center Psb28 protein","photosystem II reaction center protein Psb28","Photosystem II reaction center Psb28 protein","psb28","GO:0015979;GO:0009654;GO:0031676;GO:0009523;GO:0016020","photosynthesis;photosystem II oxygen evolving complex;plasma membrane-derived thylakoid membrane;photosystem II;membrane","photosystem II 13kDa protein"
"K08992",4.4848,3.5786,0,0,0,0,4.2393,4.3211,0,0,0,3.3137,"hypothetical protein","MULTISPECIES: lipopolysaccharide assembly protein LapA domain-containing protein","","","GO:0005886","plasma membrane","lipopolysaccharide assembly protein A"
"K09013",0,0,0,0,0,0,0,0,0,2.8869,3.4932,3.3137,"putative ATP-dependent transporter SufC","Fe-S cluster assembly ATPase SufC","Fe-S cluster assembly ATPase SufC","sufC","GO:0005524","ATP binding","Fe-S cluster assembly ATP-binding protein"
"K09015",0,0,0,0,0,0,4.2393,3.2408,0,4.8115,3.4932,0,"FeS cluster assembly protein SufD","SufD family Fe-S cluster assembly protein","","","GO:0016226","iron-sulfur cluster assembly","Fe-S cluster assembly protein SufD"
"K09458",2.6909,1.7893,0,0,0,0,13.778,9.7224,9.8937,13.472,12.226,7.732,"3-oxoacyl-[acyl-carrier-protein] synthase 2","beta-ketoacyl-ACP synthase II","","","GO:0006633;GO:0004315;GO:0016746;GO:0016747","fatty acid biosynthetic process;3-oxoacyl-[acyl-carrier-protein] synthase activity;acyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups","3-oxoacyl- synthase II "
"K09667",0,0,0,0,0,0,27.5554,33.4885,38.4761,32.7184,38.4254,22.0915,"Beta-barrel assembly-enhancing protease;hypothetical protein;SPBc2 prophage-derived glycosyltransferase SunS","tetratricopeptide repeat protein;glycosyltransferase",";Glycosyltransferase","","GO:0005515;GO:0015979;GO:0016740","protein binding;photosynthesis;transferase activity","protein O-GlcNAc transferase "
"K09673",0,0,0,0,0,0,2.1196,2.1605,2.1986,0,2.6199,0,"hypothetical protein","hypothetical protein","Uncharacterized protein","","GO:0016051;GO:0008146;GO:0016020;GO:0016021","carbohydrate biosynthetic process;sulfotransferase activity;membrane;integral component of membrane","carbohydrate 4-sulfotransferase 9 "
"K09767",20.63,17.893,24.172,24.638,19.327,22.45,13.778,17.284,16.489,15.397,17.466,18.778,"hypothetical protein","YajQ family cyclic di-GMP-binding protein","","","","","cyclic-di-GMP-binding protein"
"K09774",0,0,0,0,0,0,4.2393,7.5619,6.5958,7.6985,7.8597,6.6275,"LPS-assembly protein LptD","hypothetical protein","","","","","lipopolysaccharide export system protein LptA"
"K09780",0,0,0,0,0,0,0,0,2.1986,1.9246,4.3665,0,"Protein YciI","YciI family protein","","","","","uncharacterized protein"
"K09800",2.6909,3.5786,0,0,0,0,0,0,0,0,1.7466,0,"hypothetical protein","translocation/assembly module TamB domain-containing protein","Translocation/assembly module TamB domain-containing protein","","GO:0009306;GO:0005886;GO:0005887","protein secretion;plasma membrane;integral component of plasma membrane","translocation and assembly module TamB"
"K09807",17.042,17.893,14.964,14.783,12.079,11.713,4.2393,5.4013,4.3972,7.6985,7.8597,14.359,"hypothetical protein","SIMPL domain-containing protein","","","","","uncharacterized protein"
"K09903",0,0,0,0,0,0,4.2393,2.1605,4.3972,3.8492,0,0,"Uridylate kinase","UMP kinase","","","GO:0006221;GO:0033862;GO:0005737;GO:0009041","pyrimidine nucleotide biosynthetic process;UMP kinase activity;cytoplasm;uridylate kinase activity","uridylate kinase "
"K09942",29.6,23.261,20.719,19.711,10.871,18.545,15.897,19.445,17.589,18.284,14.846,20.987,"hypothetical protein","DUF4912 domain-containing protein","","","GO:0006353","DNA-templated transcription termination","uncharacterized protein"
"K09969",26.012,22.366,10.359,13.798,2.4158,6.8325,15.897,10.803,14.291,14.435,10.48,13.255,"Putative amino-acid ABC transporter-binding protein YhdW","transporter substrate-binding domain-containing protein","","","","","general L-amino acid transport system substrate-binding protein"
"K10012",2.6909,3.5786,0,0,0,0,4.2393,0,0,2.8869,4.3665,4.4183,"Dodecaprenyl-phosphate galacturonate synthase","glycosyltransferase","","","","","undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase "
"K10107",18.836,22.366,17.266,21.682,16.911,20.497,15.897,18.365,16.489,17.322,17.466,18.778,"hypothetical protein","sugar ABC transporter","","","","","capsular polysaccharide transport system permease protein"
"K10112",0,0,0,0,0,0,4.2393,6.4816,6.5958,2.8869,6.1131,3.3137,"Maltose/maltodextrin import ATP-binding protein MalK","ATP-binding cassette domain-containing protein","","","GO:0008643;GO:0055085;GO:0005524;GO:0140359;GO:0043190;GO:0022857","carbohydrate transport;transmembrane transport;ATP binding;ABC-type transporter activity;ATP-binding cassette (ABC) transporter complex;transmembrane transporter activity","multiple sugar transport system ATP-binding protein "
"K10206",2.6909,3.5786,0,3.9422,0,0,18.017,17.284,17.589,19.246,19.213,13.255,"LL-diaminopimelate aminotransferase","LL-diaminopimelate aminotransferase","","","GO:0009058;GO:0008483;GO:0030170;GO:0003824","biosynthetic process;transaminase activity;pyridoxal phosphate binding;catalytic activity","LL-diaminopimelate aminotransferase "
"K10697",0,2.6839,0,0,0,0,14.838,16.204,15.39,11.548,14.846,14.359,"Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","response regulator","","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding","two-component system, OmpR family, response regulator RpaA"
"K10716",0,0,0,0,0,0,0,2.1605,0,3.8492,6.1131,0,"Voltage-gated potassium channel Kch","potassium channel protein","Potassium channel protein","","GO:0006813;GO:0098655;GO:0008324;GO:0016020;GO:0016021","potassium ion transport;cation transmembrane transport;cation transmembrane transporter activity;membrane;integral component of membrane","voltage-gated potassium channel"
"K10924",60.097,60.836,71.365,65.046,68.851,61.492,34.974,39.97,34.078,31.756,32.312,41.974,"hypothetical protein","hypothetical protein","Uncharacterized protein","","GO:0016020;GO:0016021","membrane;integral component of membrane","MSHA pilin protein MshA"
"K10960",0,0,0,0,0,0,19.077,12.963,19.787,10.585,13.973,7.732,"Kynurenine 3-monooxygenase","geranylgeranyl reductase","Geranylgeranyl diphosphate reductase","chlP","GO:0015937;GO:0015979;GO:0015995;GO:0016628;GO:0045550;GO:0071949","coenzyme A biosynthetic process;photosynthesis;chlorophyll biosynthetic process;oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor;geranylgeranyl reductase activity;FAD binding","geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase "
"K11003",14.351,11.63,10.359,8.8698,4.8317,4.8803,23.316,23.766,24.184,24.058,22.706,18.778,"Type I secretion system membrane fusion protein PrsE","HlyD family efflux transporter periplasmic adaptor subunit","","","","","membrane fusion protein, hemolysin D"
"K11004",0,0,0,0,0,0,8.4786,6.4816,7.6951,9.6231,12.226,7.732,"Toxin RTX-I translocation ATP-binding protein","ABC transporter transmembrane domain-containing protein","","","GO:0006508;GO:0055085;GO:0005524;GO:0008233;GO:0140359;GO:0016020","proteolysis;transmembrane transport;ATP binding;peptidase activity;ABC-type transporter activity;membrane","ATP-binding cassette, subfamily B, bacterial HlyB/CyaB"
"K11206",0,0,0,0,0,0,0,3.2408,0,0,3.4932,4.4183,"Deaminated glutathione amidase","MAG: hydrolase","","","GO:0006807;GO:0016811","nitrogen compound metabolic process;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","deaminated glutathione amidase "
"K11329",14.351,15.209,9.2084,14.783,12.079,13.665,31.7945,41.0498,38.4755,36.5676,39.2981,30.9283,"Response regulator MprA;Transcriptional regulatory protein WalR","MULTISPECIES: response regulator","","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding","two-component system, OmpR family, response regulator RpaB"
"K11532",38.57,36.68,37.985,52.234,43.485,71.253,76.307,82.1,76.951,72.173,77.723,71.798,"D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase","class II fructose-bisphosphatase","","","GO:0006071;GO:0006094;GO:0042132","glycerol metabolic process;gluconeogenesis;fructose 1,6-bisphosphate 1-phosphatase activity","fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase "
"K11601",0,0,0,0,0,0,0,4.3211,3.2979,3.8492,4.3665,6.6275,"Putative metal ABC transporter substrate-binding protein Hpf","zinc ABC transporter substrate-binding protein","","","GO:0007155;GO:0030001;GO:0046872","cell adhesion;metal ion transport;metal ion binding","manganese transport system substrate-binding protein"
"K11719",30.497,29.523,21.87,29.566,21.743,25.378,18.017,20.525,18.688,16.359,18.339,16.569,"LPS-assembly protein LptD","LPS export ABC transporter periplasmic protein LptC","LPS export ABC transporter periplasmic protein LptC","lptC","GO:0015920;GO:0015221;GO:0005886;GO:0005887","lipopolysaccharide transport;lipopolysaccharide transmembrane transporter activity;plasma membrane;integral component of plasma membrane","lipopolysaccharide export system protein LptC"
"K11752",0,0,0,0,0,0,3.1795,0,0,2.8869,5.2398,2.2092,"Riboflavin biosynthesis protein RibD","bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD","Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase   ; 5-amino-6-uracil reductase  ]","ribD","GO:0009231;GO:0008270;GO:0008703;GO:0008835;GO:0050661;GO:0003824;GO:0016787","riboflavin biosynthetic process;zinc ion binding;5-amino-6-(5-phosphoribosylamino)uracil reductase activity;diaminohydroxyphosphoribosylaminopyrimidine deaminase activity;NADP binding;catalytic activity;hydrolase activity","diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase "
"K11959",420.68,424.06,507.61,409.98,415.52,405.07,239.52,251.7,246.24,245.39,255.88,282.77,"Aliphatic amidase expression-regulating protein","urea ABC transporter substrate-binding protein","","","","","urea transport system substrate-binding protein"
"K11962",0,0,0,0,0,0,9.5384,8.6421,8.7944,7.6985,7.8597,9.9412,"Methionine import ATP-binding protein MetN 2","urea ABC transporter ATP-binding protein UrtD","","","GO:0005524","ATP binding","urea transport system ATP-binding protein"
"K11963",17.042,15.209,9.2084,10.841,8.4554,12.689,15.897,15.124,15.39,14.435,13.973,16.569,"High-affinity branched-chain amino acid transport ATP-binding protein LivF","urea ABC transporter ATP-binding subunit UrtE","","","GO:0005524","ATP binding","urea transport system ATP-binding protein"
"K12340",0,0,0,0,0,0,4.2393,2.1605,2.1986,0,0,2.2092,"hypothetical protein","TolC family protein","","","GO:0055085;GO:0015562","transmembrane transport;efflux transmembrane transporter activity","outer membrane protein"
"K12573",0,0,0,0,0,0,19.077,14.043,27.482,19.246,17.466,9.9412,"Ribonuclease R","RNB domain-containing ribonuclease","","","GO:0003723;GO:0004540;GO:0003676","RNA binding;ribonuclease activity;nucleic acid binding","ribonuclease R "
"K12574",0,0,0,0,0,0,22.256,16.204,26.383,21.171,19.213,15.464,"Ribonuclease J 1","RNase J family beta-CASP ribonuclease","","","GO:0006396;GO:0090501;GO:0003723;GO:0004521;GO:0004534;GO:0008270;GO:0046872","RNA processing;RNA phosphodiester bond hydrolysis;RNA binding;endoribonuclease activity;5'-3' exoribonuclease activity;zinc ion binding;metal ion binding","ribonuclease J "
"K13017",0,0,0,0,0,0,2.1196,0,4.3972,2.8869,5.2398,2.2092,"dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase","DegT/DnrJ/EryC1/StrS family aminotransferase","","","GO:0003824","catalytic activity","UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase "
"K13195",42.1568,42.9432,40.2871,30.552,30.198,35.139,50.871,49.6925,46.171,49.0783,46.2849,58.5422,"hypothetical protein","RNA-binding protein;MULTISPECIES: RNA-binding protein","","","GO:0003723;GO:0003676","RNA binding;nucleic acid binding","cold-inducible RNA-binding protein"
"K13290",27.806,26.839,27.625,21.682,30.198,25.378,27.555,27.007,28.582,27.907,27.072,33.137,"Soluble hydrogenase 42 kDa subunit","aminotransferase class V-fold PLP-dependent enzyme","","","GO:0003824","catalytic activity","serine---pyruvate transaminase "
"K13693",0,0,0,0,0,0,3.1795,3.2408,0,8.6608,5.2398,5.5229,"Glucosyl-3-phosphoglycerate synthase","MAG: glycosyl transferase","","","","","glucosyl-3-phosphoglycerate synthase "
"K13789",3.5879,0,0,0,0,0,8.4786,8.6421,5.4965,10.585,7.8597,11.046,"Farnesyl diphosphate synthase","polyprenyl synthetase family protein","Polyprenyl synthetase family protein","","GO:0008299;GO:0016740","isoprenoid biosynthetic process;transferase activity","geranylgeranyl diphosphate synthase, type II "
"K13799",0,0,0,0,0,0,0,3.2408,4.3972,3.8492,2.6199,0,"Cytidylate kinase","bifunctional pantoate--beta-alanine ligase/(d)CMP kinase","","","GO:0006139;GO:0015940;GO:0004127;GO:0004592;GO:0005524","nucleobase-containing compound metabolic process;pantothenate biosynthetic process;cytidylate kinase activity;pantoate-beta-alanine ligase activity;ATP binding","pantoate ligase / CMP/dCMP kinase "
"K14055",19.733,13.42,8.0573,4.9277,0,4.8803,30.735,27.007,34.078,20.208,27.946,26.51,"hypothetical protein","universal stress protein","","","","","universal stress protein E"
"K14330",0,0,0,0,0,0,7.4188,7.5619,6.5958,6.7362,7.8597,5.5229,"Long-chain acyl-[acyl-carrier-protein] reductase","long-chain acyl-[acyl-carrier-protein] reductase","","","GO:0016491","oxidoreductase activity","fatty aldehyde-generating acyl-ACP reductase "
"K14440",0,0,0,0,0,0,0,0,3.2979,4.8115,6.1131,2.2092,"RNA polymerase-associated protein RapA","DEAD/DEAH box helicase","","","GO:0005524;GO:0140658","ATP binding;ATP-dependent chromatin remodeler activity","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 "
"K14518",0,0,0,0,0,0,3.1795,0,0,3.8492,4.3665,2.2092,"hypothetical protein","MULTISPECIES: PipX family protein","","","","","PII interaction protein X"
"K14652",0,0,0,0,0,0,5.2991,4.3211,6.5958,3.8492,5.2398,4.4183,"Riboflavin biosynthesis protein RibBA","bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II","","","GO:0009231;GO:0003935;GO:0008686","riboflavin biosynthetic process;GTP cyclohydrolase II activity;3,4-dihydroxy-2-butanone-4-phosphate synthase activity","3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II "
"K15770",0,0,0,0,0,0,2.1196,3.2408,2.1986,1.9246,2.6199,0,"hypothetical protein","extracellular solute-binding protein","","","","","arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein"
"K15894",7.1757,3.5786,0,3.9422,0,0,8.4786,8.6421,6.5958,9.6231,9.6063,6.6275,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)","UDP-N-acetylglucosamine 4,6-dehydratase (inverting)","","","","","UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase "
"K16052",8.0727,9.8411,9.2084,9.8554,8.4554,0,5.2991,7.5619,5.4965,5.7738,5.2398,6.6275,"Low conductance mechanosensitive channel YnaI","mechanosensitive ion channel family protein","Mechanosensitive ion channel family protein","","GO:0055085;GO:0005886;GO:0016020;GO:0016021","transmembrane transport;plasma membrane;membrane;integral component of membrane","MscS family membrane protein"
"K16150",0,0,0,0,0,0,0,0,2.1986,0,6.9864,0,"Alpha-maltose-1-phosphate synthase;hypothetical protein","glycosyltransferase;hypothetical protein SynA1528_00145;hypothetical protein",";Uncharacterized protein","","GO:0016757;","glycosyltransferase activity;","glycogen synthase "
"K16213",69.963,59.046,36.834,55.19,47.109,52.708,66.769,71.298,81.348,58.701,65.497,70.693,"Cellobiose 2-epimerase","N-acyl-D-glucosamine 2-epimerase","","","GO:0005975","carbohydrate metabolic process","cellobiose epimerase "
"K16291",23.321,20.5766,27.625,17.74,19.327,22.45,18.0173,16.204,14.291,10.585,18.3389,15.4637,"hypothetical protein;putative L,D-transpeptidase YnhG","L,D-transpeptidase family protein","","","GO:0016740","transferase activity","L,D-transpeptidase ErfK/SrfK"
"K16555",0,0,0,0,0,0,0,2.1605,0,3.8492,5.2398,3.3137,"Chondroitin synthase","putative beta-glycosyltransferase/ family 2","","","","","succinoglycan biosynthesis protein ExoO "
"K16881",0,0,0,0,0,0,12.718,10.803,13.192,12.51,13.973,9.9412,"UTP--glucose-1-phosphate uridylyltransferase","NDP-sugar synthase","","","GO:0006011;GO:0009058;GO:0003983;GO:0016779","UDP-glucose metabolic process;biosynthetic process;UTglucose-1-phosphate uridylyltransferase activity;nucleotidyltransferase activity","mannose-1-phosphate guanylyltransferase / phosphomannomutase "
"K17069",29.6,33.102,17.266,19.711,16.911,12.689,32.854,33.488,27.482,33.681,32.312,30.928,"L-methionine gamma-lyase","PLP-dependent transferase","","","GO:0019346;GO:0016765;GO:0030170;GO:0006520;GO:0003824","transsulfuration;transferase activity, transferring alkyl or aryl (other than methyl) groups;pyridoxal phosphate binding;amino acid metabolic process;catalytic activity","O-acetylhomoserine/O-acetylserine sulfhydrylase "
"K17081",0,0,0,0,0,0,6.3589,4.3211,3.2979,0,1.7466,0,"hypothetical protein","SPFH domain-containing protein","","","GO:0016020","membrane","prohibitin 2"
"K17836",4.4848,5.3678,5.7552,4.9277,0,3.9043,0,0,0,0,0,0,"Beta-lactamase","serine hydrolase","Serine hydrolase","","GO:0030655;GO:0046677;GO:0008800;GO:0016020;GO:0017001;GO:0016021","beta-lactam antibiotic catabolic process;response to antibiotic;beta-lactamase activity;membrane;antibiotic catabolic process;integral component of membrane","beta-lactamase class A "
"K18235",5.3818,5.3678,0,0,0,0,3.1795,3.2408,3.2979,2.8869,2.6199,0,"Virginiamycin B lyase","hypothetical protein","","","","","virginiamycin B lyase "
"K18299",15.248,12.525,0,4.9277,0,0,2.1196,3.2408,0,2.8869,1.7466,4.4183,"Multidrug export protein AcrF","efflux RND transporter permease subunit","","","GO:0055085;GO:0022857;GO:0016020","transmembrane transport;transmembrane transporter activity;membrane","multidrug efflux pump"
"K18430",0,0,0,0,0,0,3.1795,3.2408,4.3972,0,2.6199,0,"N,N'-diacetyllegionaminic acid synthase","N-acetylneuraminate synthase family protein;TIM barrel protein","","","GO:0016051","carbohydrate biosynthetic process","N,N'-diacetyllegionaminate synthase "
"K18672",0,0,0,0,0,0,7.4188,4.3211,3.2979,4.8115,4.3665,5.5229,"Cyclic di-AMP synthase CdaA","MAG: TIGR00159 family protein","","","GO:0006171;GO:0004016","cAMP biosynthetic process;adenylate cyclase activity","diadenylate cyclase "
"K18855",0,0,0,0,0,0,10.5982,12.9632,13.1916,16.3592,17.466,9.9412,"scyllo-inositol 2-dehydrogenase (NAD(+));Inositol 2-dehydrogenase;putative oxidoreductase YdgJ","Gfo/Idh/MocA family oxidoreductase","Gfo/Idh/MocA family oxidoreductase;","","GO:0000166","nucleotide binding","UDP-N-acetylglucosamine 3-dehydrogenase "
"K18886",0,0,0,0,0,0,12.718,10.803,13.192,5.7738,8.733,0,"hypothetical protein","class I SAM-dependent methyltransferase","","","GO:0008168","methyltransferase activity","gibberellin A4 carboxyl methyltransferase "
"K19003",0,3.5786,0,0,0,0,2.1196,3.2408,4.3972,3.8492,5.2398,3.3137,"Beta-monoglucosyldiacylglycerol synthase","glycosyltransferase","","","","","1,2-diacylglycerol 3-beta-glucosyltransferase "
"K19032",9.8666,9.8411,0,5.9132,9.6633,0,12.718,12.963,8.7944,12.51,9.6063,15.464,"putative 30S ribosomal protein PSRP-3","MULTISPECIES: 30S ribosomal protein PSRP-3","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","30S ribosomal protein 3"
"K19220",333.67,317.6,433.95,426.74,460.22,399.21,115.52,122.07,107.73,118.36,110.04,145.8,"putative protein","iron uptake porin","","","GO:0008643;GO:0015288;GO:0016020","carbohydrate transport;porin activity;membrane","peptidoglycan DL-endopeptidase CwlS "
"K19221",18.836,17.893,16.115,12.812,19.327,12.689,11.658,8.6421,8.7944,9.6231,12.2266,9.9412,"Cob(I)yrinic acid a,c-diamide adenosyltransferase","cob(I)yrinic acid a,c-diamide adenosyltransferase","","","GO:0009236;GO:0005524;GO:0008817","cobalamin biosynthetic process;ATP binding;cob(I)yrinic acid a,c-diamide adenosyltransferase activity","cob(I)alamin adenosyltransferase "
"K19223",0,0,0,0,0,0,2.1196,0,0,2.8869,2.6199,4.4183,"N-acetylmuramoyl-L-alanine amidase sle1","LysM peptidoglycan-binding domain-containing protein","","","","","peptidoglycan DL-endopeptidase LytF "
"K19267",0,0,0,0,0,0,5.2991,5.4013,5.4965,8.6608,9.6063,5.5229,"NAD(P)H azoreductase","NAD(P)H-binding protein","","","","","NAD(P)H dehydrogenase (quinone) "
"K19788",8.9697,8.9464,5.7552,9.8554,10.871,9.7607,22.256,20.525,23.085,17.322,21.832,13.255,"Ribosome-binding ATPase YchF","redox-regulated ATPase YchF","","","GO:0005524;GO:0005525;GO:0016887","ATP binding;GTP binding;ATP hydrolysis activity","obg-like ATPase 1"
"K20158",0,0,0,0,0,0,3.1795,2.1605,0,1.9246,3.4932,3.3137,"Pseudooxynicotine oxidase","FAD-dependent oxidoreductase","","","GO:0016491","oxidoreductase activity","pseudooxynicotine oxidase "
"K20712",260.12,257.66,284.31,264.12,304.4,275.25,147.32,151.24,144.01,156.86,144.09,177.84,"Glutamine synthetase","type I glutamate--ammonia ligase","","","GO:0006542;GO:0004356;GO:0006807;GO:0003824","glutamine biosynthetic process;glutamate-ammonia ligase activity;nitrogen compound metabolic process;catalytic activity","3-(hydroxyamino)phenol mutase "
"K21010",22.424,17.893,20.719,3.9422,0,5.8564,5.2991,7.5619,5.4965,6.7362,6.9864,8.8366,"hypothetical protein","HEAT repeat domain-containing protein","","","","","polysaccharide biosynthesis protein PelE"
"K21185",0,0,0,0,0,0,7.4188,5.4013,6.5958,5.7738,5.2398,9.9412,"Putative diflavin flavoprotein A 3","diguanylate cyclase","Diguanylate cyclase","","GO:0010181;GO:0016646","FMN binding;oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor","flavin reductase"
"K21480",31.394,33.102,35.683,20.696,16.911,18.545,33.914,36.729,35.177,23.095,25.326,22.092,"Heme oxygenase 1","biliverdin-producing heme oxygenase","","","GO:0006788;GO:0004392","heme oxidation;heme oxygenase (decyclizing) activity","heme oxygenase (biliverdin-producing, ferredoxin) "
